IP地址,端口,TLS,数据中心,地区,城市,延迟(ms),速度(MB/s)
104.16.0.139,80,FALSE,SJC,North America,San Jose,149,22.04
104.18.156.213,2086,FALSE,SJC,North America,San Jose,136,22.02
104.18.65.138,80,FALSE,SJC,North America,San Jose,150,22.02
104.19.158.119,2082,FALSE,SJC,North America,San Jose,135,21.98
104.17.5.139,8880,FALSE,SJC,North America,San Jose,134,21.98
104.16.136.112,2052,FALSE,SJC,North America,San Jose,141,21.93
104.16.89.134,2086,FALSE,SJC,North America,San Jose,133,21.93
104.16.190.31,2082,FALSE,SJC,North America,San Jose,133,21.89
104.16.107.40,2086,FALSE,SJC,North America,San Jose,135,21.87
104.16.151.56,80,FALSE,SJC,North America,San Jose,154,21.83
104.17.215.111,2082,FALSE,SJC,North America,San Jose,132,21.82
104.18.203.237,2082,FALSE,SJC,North America,San Jose,142,21.82
104.17.221.5,2082,FALSE,SJC,North America,San Jose,129,21.81
104.18.125.146,2086,FALSE,SJC,North America,San Jose,136,21.81
104.16.130.160,2086,FALSE,SJC,North America,San Jose,138,21.8
104.16.192.231,2082,FALSE,SJC,North America,San Jose,132,21.78
104.16.234.48,8880,FALSE,SJC,North America,San Jose,137,21.77
104.21.230.57,2082,FALSE,SJC,North America,San Jose,131,21.77
104.18.78.69,80,FALSE,SJC,North America,San Jose,153,21.75
104.17.191.141,2082,FALSE,SJC,North America,San Jose,133,21.75
104.17.133.40,2086,FALSE,SJC,North America,San Jose,138,21.75
104.17.149.75,8080,FALSE,SJC,North America,San Jose,144,21.75
104.17.234.220,8080,FALSE,SJC,North America,San Jose,152,21.75
104.16.54.173,2086,FALSE,SJC,North America,San Jose,132,21.75
104.16.194.89,8880,FALSE,SJC,North America,San Jose,140,21.74
104.16.216.171,8880,FALSE,SJC,North America,San Jose,134,21.73
104.17.184.6,8080,FALSE,SJC,North America,San Jose,142,21.73
104.19.214.13,80,FALSE,SJC,North America,San Jose,151,21.73
104.19.180.60,80,FALSE,SJC,North America,San Jose,150,21.73
104.17.219.96,8080,FALSE,SJC,North America,San Jose,147,21.73
104.16.244.101,80,FALSE,SJC,North America,San Jose,145,21.73
104.16.221.128,80,FALSE,SJC,North America,San Jose,162,21.71
104.17.227.92,8080,FALSE,SJC,North America,San Jose,148,21.7
104.18.120.215,80,FALSE,SJC,North America,San Jose,155,21.7
104.18.96.225,2052,FALSE,SJC,North America,San Jose,141,21.69
104.17.253.182,8080,FALSE,SJC,North America,San Jose,146,21.69
104.17.186.221,2052,FALSE,SJC,North America,San Jose,154,21.69
104.17.48.157,2082,FALSE,SJC,North America,San Jose,136,21.67
104.19.189.70,2082,FALSE,SJC,North America,San Jose,139,21.67
104.16.172.19,8080,FALSE,SJC,North America,San Jose,145,21.66
104.17.3.176,80,FALSE,SJC,North America,San Jose,154,21.66
104.17.104.174,2082,FALSE,SJC,North America,San Jose,135,21.66
104.19.226.180,8880,FALSE,SJC,North America,San Jose,138,21.66
104.17.30.48,8080,FALSE,SJC,North America,San Jose,148,21.65
104.18.102.67,2086,FALSE,SJC,North America,San Jose,131,21.64
104.17.210.165,80,FALSE,SJC,North America,San Jose,157,21.63
104.19.213.89,2052,FALSE,SJC,North America,San Jose,138,21.62
104.18.159.103,2052,FALSE,SJC,North America,San Jose,156,21.61
104.17.157.154,2086,FALSE,SJC,North America,San Jose,135,21.59
104.17.25.112,8080,FALSE,SJC,North America,San Jose,154,21.59
104.16.27.98,2052,FALSE,SJC,North America,San Jose,139,21.59
104.21.227.143,2086,FALSE,SJC,North America,San Jose,137,21.58
104.18.150.129,2086,FALSE,SJC,North America,San Jose,143,21.58
104.18.113.25,2086,FALSE,SJC,North America,San Jose,137,21.58
104.17.99.42,8080,FALSE,SJC,North America,San Jose,147,21.56
104.18.192.18,8880,FALSE,SJC,North America,San Jose,136,21.54
104.16.194.85,2052,FALSE,SJC,North America,San Jose,138,21.54
104.17.143.60,2052,FALSE,SJC,North America,San Jose,156,21.52
104.16.129.59,8080,FALSE,SJC,North America,San Jose,154,21.51
104.17.164.38,8080,FALSE,SJC,North America,San Jose,141,21.46
104.16.161.99,2086,FALSE,SJC,North America,San Jose,136,21.46
104.17.44.60,2052,FALSE,SJC,North America,San Jose,155,21.44
104.16.245.118,2052,FALSE,SJC,North America,San Jose,154,21.42
104.16.119.123,8080,FALSE,SJC,North America,San Jose,143,21.42
104.16.135.51,2086,FALSE,SJC,North America,San Jose,140,21.41
104.16.228.133,8880,FALSE,SJC,North America,San Jose,141,21.4
104.18.167.213,2052,FALSE,SJC,North America,San Jose,141,21.39
104.16.249.62,8880,FALSE,SJC,North America,San Jose,136,21.34
104.17.2.129,2082,FALSE,SJC,North America,San Jose,137,21.34
104.17.235.181,2086,FALSE,SJC,North America,San Jose,133,21.33
104.18.249.208,2086,FALSE,SJC,North America,San Jose,137,21.33
104.17.251.176,8080,FALSE,SJC,North America,San Jose,140,21.32
104.18.238.122,2086,FALSE,SJC,North America,San Jose,135,21.29
104.18.84.123,2052,FALSE,SJC,North America,San Jose,160,21.27
104.16.26.26,2086,FALSE,SJC,North America,San Jose,133,21.26
104.17.168.174,2086,FALSE,SJC,North America,San Jose,140,21.25
104.17.206.155,2086,FALSE,SJC,North America,San Jose,133,21.2
104.16.167.216,2082,FALSE,SJC,North America,San Jose,141,21.18
104.17.193.143,2086,FALSE,SJC,North America,San Jose,139,21.18
104.19.220.95,8880,FALSE,SJC,North America,San Jose,140,21.17
104.16.197.186,2052,FALSE,SJC,North America,San Jose,155,21.16
104.18.111.86,2082,FALSE,SJC,North America,San Jose,141,21.12
104.17.7.154,2052,FALSE,SJC,North America,San Jose,146,21.11
104.17.210.146,2086,FALSE,SJC,North America,San Jose,138,21.11
104.18.243.222,8880,FALSE,SJC,North America,San Jose,139,21.1
104.21.226.31,8880,FALSE,SJC,North America,San Jose,143,21.08
104.16.30.53,2086,FALSE,SJC,North America,San Jose,138,21.05
104.17.152.184,2082,FALSE,SJC,North America,San Jose,135,21.04
104.16.194.131,2082,FALSE,SJC,North America,San Jose,135,21.03
104.18.231.0,2052,FALSE,SJC,North America,San Jose,137,21.03
104.19.152.242,2052,FALSE,SJC,North America,San Jose,139,21.02
104.16.130.12,80,FALSE,SJC,North America,San Jose,156,20.99
104.18.100.225,8880,FALSE,SJC,North America,San Jose,139,20.99
104.18.153.130,2086,FALSE,SJC,North America,San Jose,132,20.98
104.16.202.43,2086,FALSE,SJC,North America,San Jose,128,20.98
104.17.72.156,2052,FALSE,SJC,North America,San Jose,146,20.96
104.17.92.229,8080,FALSE,SJC,North America,San Jose,152,20.96
104.19.175.224,2052,FALSE,SJC,North America,San Jose,140,20.95
104.17.83.97,80,FALSE,SJC,North America,San Jose,147,20.94
104.17.170.92,2082,FALSE,SJC,North America,San Jose,142,20.93
104.17.81.103,8080,FALSE,SJC,North America,San Jose,156,20.92
104.17.50.164,2086,FALSE,SJC,North America,San Jose,145,20.92
104.19.219.223,2086,FALSE,SJC,North America,San Jose,139,20.91
104.17.236.17,2082,FALSE,SJC,North America,San Jose,143,20.88
104.17.0.124,80,FALSE,SJC,North America,San Jose,162,20.87
104.16.166.217,2052,FALSE,SJC,North America,San Jose,144,20.87
104.18.99.137,80,FALSE,SJC,North America,San Jose,148,20.86
104.16.189.215,2052,FALSE,SJC,North America,San Jose,147,20.85
104.17.224.113,80,FALSE,SJC,North America,San Jose,151,20.84
104.16.223.179,80,FALSE,SJC,North America,San Jose,157,20.84
104.17.10.254,80,FALSE,SJC,North America,San Jose,155,20.83
104.17.18.152,80,FALSE,SJC,North America,San Jose,185,20.83
104.17.201.112,80,FALSE,SJC,North America,San Jose,153,20.83
104.16.226.245,80,FALSE,SJC,North America,San Jose,153,20.82
104.18.251.197,80,FALSE,SJC,North America,San Jose,149,20.81
104.18.121.99,80,FALSE,SJC,North America,San Jose,160,20.81
104.18.203.193,8880,FALSE,SJC,North America,San Jose,139,20.79
104.17.197.61,8080,FALSE,SJC,North America,San Jose,150,20.78
104.18.198.136,2082,FALSE,SJC,North America,San Jose,143,20.78
104.17.146.159,2052,FALSE,SJC,North America,San Jose,156,20.78
104.17.95.211,8080,FALSE,SJC,North America,San Jose,155,20.78
104.16.253.35,8880,FALSE,SJC,North America,San Jose,137,20.77
104.17.16.137,2082,FALSE,SJC,North America,San Jose,136,20.77
104.19.236.76,8880,FALSE,SJC,North America,San Jose,144,20.77
104.17.133.48,2082,FALSE,SJC,North America,San Jose,143,20.76
104.18.214.4,8880,FALSE,SJC,North America,San Jose,139,20.76
104.19.218.28,2086,FALSE,SJC,North America,San Jose,138,20.75
104.18.163.203,2082,FALSE,SJC,North America,San Jose,142,20.75
104.17.15.49,8080,FALSE,SJC,North America,San Jose,148,20.75
104.16.182.191,80,FALSE,SJC,North America,San Jose,154,20.75
104.16.125.250,2086,FALSE,SJC,North America,San Jose,140,20.74
104.18.126.53,2052,FALSE,SJC,North America,San Jose,144,20.74
104.17.103.253,2052,FALSE,SJC,North America,San Jose,139,20.74
104.16.150.40,2082,FALSE,SJC,North America,San Jose,141,20.74
104.17.122.51,8080,FALSE,SJC,North America,San Jose,154,20.73
104.16.182.45,2086,FALSE,SJC,North America,San Jose,145,20.73
104.16.56.169,80,FALSE,SJC,North America,San Jose,162,20.73
104.19.226.138,2082,FALSE,SJC,North America,San Jose,144,20.71
104.17.96.75,2052,FALSE,SJC,North America,San Jose,147,20.7
104.17.134.48,2052,FALSE,SJC,North America,San Jose,145,20.7
104.17.26.178,2086,FALSE,SJC,North America,San Jose,133,20.7
104.17.22.134,2082,FALSE,SJC,North America,San Jose,143,20.7
104.17.21.185,2086,FALSE,SJC,North America,San Jose,139,20.7
104.19.152.156,8880,FALSE,SJC,North America,San Jose,144,20.69
104.18.154.67,2082,FALSE,SJC,North America,San Jose,142,20.69
104.18.167.104,2082,FALSE,SJC,North America,San Jose,142,20.68
104.19.241.73,2082,FALSE,SJC,North America,San Jose,143,20.66
104.17.169.220,2086,FALSE,SJC,North America,San Jose,146,20.66
188.114.96.133,80,FALSE,SJC,North America,San Jose,158,20.66
104.18.250.4,80,FALSE,SJC,North America,San Jose,150,20.65
104.17.202.112,2052,FALSE,SJC,North America,San Jose,143,20.65
104.16.213.38,8880,FALSE,SJC,North America,San Jose,147,20.64
104.16.151.213,8880,FALSE,SJC,North America,San Jose,145,20.64
104.16.255.176,8080,FALSE,SJC,North America,San Jose,163,20.64
104.17.118.176,8080,FALSE,SJC,North America,San Jose,165,20.64
104.17.144.243,80,FALSE,SJC,North America,San Jose,171,20.64
104.19.251.126,2052,FALSE,SJC,North America,San Jose,142,20.63
104.18.147.250,2082,FALSE,SJC,North America,San Jose,141,20.62
104.16.193.113,2082,FALSE,SJC,North America,San Jose,147,20.62
104.16.187.215,2052,FALSE,SJC,North America,San Jose,144,20.61
104.17.100.208,80,FALSE,SJC,North America,San Jose,164,20.61
104.16.150.41,80,FALSE,SJC,North America,San Jose,153,20.61
104.19.175.237,80,FALSE,SJC,North America,San Jose,170,20.61
104.18.132.114,2082,FALSE,SJC,North America,San Jose,144,20.6
104.16.128.143,2082,FALSE,SJC,North America,San Jose,144,20.6
104.16.188.128,8080,FALSE,SJC,North America,San Jose,164,20.6
104.18.99.90,2052,FALSE,SJC,North America,San Jose,141,20.59
104.17.96.126,80,FALSE,SJC,North America,San Jose,164,20.59
104.17.86.128,8080,FALSE,SJC,North America,San Jose,153,20.59
104.18.189.52,2052,FALSE,SJC,North America,San Jose,142,20.58
104.18.151.98,2052,FALSE,SJC,North America,San Jose,144,20.57
104.16.5.194,2082,FALSE,SJC,North America,San Jose,151,20.57
104.17.46.120,8080,FALSE,SJC,North America,San Jose,160,20.57
104.16.241.51,2082,FALSE,SJC,North America,San Jose,144,20.57
104.18.68.237,2086,FALSE,SJC,North America,San Jose,145,20.56
104.18.124.133,80,FALSE,SJC,North America,San Jose,164,20.56
104.16.138.65,80,FALSE,SJC,North America,San Jose,158,20.53
104.16.209.128,2052,FALSE,SJC,North America,San Jose,143,20.52
104.18.128.48,2086,FALSE,SJC,North America,San Jose,141,20.52
104.16.128.5,80,FALSE,SJC,North America,San Jose,159,20.5
104.16.198.164,2086,FALSE,SJC,North America,San Jose,146,20.49
104.16.250.88,80,FALSE,SJC,North America,San Jose,161,20.49
104.17.59.19,8080,FALSE,SJC,North America,San Jose,149,20.48
104.18.235.204,8880,FALSE,SJC,North America,San Jose,138,20.48
104.17.6.237,8080,FALSE,SJC,North America,San Jose,150,20.48
104.16.150.96,8880,FALSE,SJC,North America,San Jose,147,20.47
104.17.97.227,2052,FALSE,SJC,North America,San Jose,146,20.47
104.17.113.30,2052,FALSE,SJC,North America,San Jose,144,20.46
104.18.254.118,8880,FALSE,SJC,North America,San Jose,143,20.45
104.17.178.38,2052,FALSE,SJC,North America,San Jose,145,20.45
104.17.173.129,80,FALSE,SJC,North America,San Jose,156,20.44
104.17.32.198,80,FALSE,SJC,North America,San Jose,150,20.44
104.16.215.185,8080,FALSE,SJC,North America,San Jose,154,20.43
104.16.122.234,80,FALSE,SJC,North America,San Jose,158,20.41
104.17.72.63,2086,FALSE,SJC,North America,San Jose,146,20.41
104.17.245.165,2052,FALSE,SJC,North America,San Jose,151,20.4
104.16.243.56,2082,FALSE,SJC,North America,San Jose,131,20.4
104.16.103.87,2086,FALSE,SJC,North America,San Jose,142,20.37
104.16.159.121,8880,FALSE,SJC,North America,San Jose,149,20.35
104.16.140.248,2086,FALSE,SJC,North America,San Jose,145,20.35
104.17.255.146,8880,FALSE,SJC,North America,San Jose,143,20.32
104.16.156.38,80,FALSE,SJC,North America,San Jose,133,20.3
104.17.194.28,2052,FALSE,SJC,North America,San Jose,144,20.28
104.18.206.106,2052,FALSE,SJC,North America,San Jose,141,20.26
104.19.174.224,80,FALSE,SJC,North America,San Jose,158,20.26
104.18.254.118,2052,FALSE,SJC,North America,San Jose,142,20.26
104.17.245.165,80,FALSE,SJC,North America,San Jose,140,20.25
104.19.230.240,2082,FALSE,SJC,North America,San Jose,125,20.22
104.18.255.118,8880,FALSE,SJC,North America,San Jose,134,20.22
104.21.237.213,2086,FALSE,SJC,North America,San Jose,142,20.18
104.17.107.73,8080,FALSE,SJC,North America,San Jose,161,20.14
104.16.247.150,2082,FALSE,SJC,North America,San Jose,147,20.13
104.19.181.183,2052,FALSE,SJC,North America,San Jose,148,20.06
104.18.106.22,2086,FALSE,SJC,North America,San Jose,148,20.05
104.16.205.116,80,FALSE,SJC,North America,San Jose,164,20.04
104.17.235.78,2052,FALSE,SJC,North America,San Jose,147,20.03
104.16.242.158,80,FALSE,SJC,North America,San Jose,187,20.01
104.18.153.172,2082,FALSE,SJC,North America,San Jose,148,20.01
104.17.143.89,8080,FALSE,SJC,North America,San Jose,155,20
104.17.163.208,80,FALSE,SJC,North America,San Jose,158,19.99
104.17.55.247,80,FALSE,SJC,North America,San Jose,159,19.99
104.17.23.187,2082,FALSE,SJC,North America,San Jose,149,19.99
104.17.83.74,2086,FALSE,SJC,North America,San Jose,149,19.98
104.18.91.171,80,FALSE,SJC,North America,San Jose,158,19.98
104.18.106.207,8880,FALSE,SJC,North America,San Jose,147,19.97
104.18.101.180,80,FALSE,SJC,North America,San Jose,157,19.97
104.16.126.98,8080,FALSE,SJC,North America,San Jose,158,19.97
104.16.146.18,80,FALSE,SJC,North America,San Jose,166,19.97
104.17.134.48,2086,FALSE,SJC,North America,San Jose,145,19.97
104.16.130.168,2082,FALSE,SJC,North America,San Jose,138,19.96
104.17.9.7,8080,FALSE,SJC,North America,San Jose,155,19.96
104.16.198.211,80,FALSE,SJC,North America,San Jose,165,19.95
104.17.148.57,8080,FALSE,SJC,North America,San Jose,156,19.95
104.18.149.239,2086,FALSE,SJC,North America,San Jose,150,19.94
104.17.109.39,8080,FALSE,SJC,North America,San Jose,158,19.94
104.16.208.4,8880,FALSE,SJC,North America,San Jose,149,19.94
104.17.198.102,8080,FALSE,SJC,North America,San Jose,136,19.92
104.19.163.62,2052,FALSE,SJC,North America,San Jose,124,19.92
104.18.195.220,2052,FALSE,SJC,North America,San Jose,151,19.92
104.17.142.173,8080,FALSE,SJC,North America,San Jose,159,19.92
104.21.224.112,8880,FALSE,SJC,North America,San Jose,156,19.92
104.17.91.202,2086,FALSE,SJC,North America,San Jose,141,19.92
104.17.105.178,2086,FALSE,SJC,North America,San Jose,142,19.92
104.16.104.89,2086,FALSE,SJC,North America,San Jose,145,19.91
104.17.248.176,8080,FALSE,SJC,North America,San Jose,155,19.91
104.17.138.65,80,FALSE,SJC,North America,San Jose,170,19.88
104.17.183.192,2086,FALSE,SJC,North America,San Jose,147,19.88
104.18.114.122,2082,FALSE,SJC,North America,San Jose,147,19.88
104.18.207.32,2052,FALSE,SJC,North America,San Jose,158,19.87
104.18.250.216,8880,FALSE,SJC,North America,San Jose,150,19.87
104.17.178.136,2082,FALSE,SJC,North America,San Jose,152,19.86
104.17.14.161,2082,FALSE,SJC,North America,San Jose,150,19.85
104.16.158.238,8880,FALSE,SJC,North America,San Jose,142,19.85
104.17.22.113,2086,FALSE,SJC,North America,San Jose,149,19.85
104.17.207.201,80,FALSE,SJC,North America,San Jose,168,19.85
104.17.34.152,2086,FALSE,SJC,North America,San Jose,149,19.85
104.18.220.229,8880,FALSE,SJC,North America,San Jose,149,19.85
104.18.83.4,2086,FALSE,SJC,North America,San Jose,147,19.84
104.19.241.102,8880,FALSE,SJC,North America,San Jose,158,19.83
104.18.205.64,8880,FALSE,SJC,North America,San Jose,147,19.83
104.17.225.1,8080,FALSE,SJC,North America,San Jose,158,19.82
104.18.124.242,2082,FALSE,SJC,North America,San Jose,146,19.82
104.17.229.211,2082,FALSE,SJC,North America,San Jose,148,19.82
104.17.130.231,80,FALSE,SJC,North America,San Jose,159,19.81
104.17.103.15,2082,FALSE,SJC,North America,San Jose,150,19.81
104.17.56.46,2086,FALSE,SJC,North America,San Jose,150,19.81
104.17.8.242,2086,FALSE,SJC,North America,San Jose,147,19.8
104.17.106.110,8080,FALSE,SJC,North America,San Jose,158,19.8
104.16.184.238,8080,FALSE,SJC,North America,San Jose,157,19.78
104.17.192.166,8080,FALSE,SJC,North America,San Jose,156,19.77
104.17.33.141,8080,FALSE,SJC,North America,San Jose,157,19.77
104.16.173.128,2052,FALSE,SJC,North America,San Jose,148,19.77
104.17.60.199,8080,FALSE,SJC,North America,San Jose,160,19.77
104.17.135.223,2086,FALSE,SJC,North America,San Jose,149,19.77
104.18.65.143,2052,FALSE,SJC,North America,San Jose,149,19.76
104.17.213.36,80,FALSE,SJC,North America,San Jose,169,19.76
104.19.149.70,8880,FALSE,SJC,North America,San Jose,155,19.74
104.16.252.248,2086,FALSE,SJC,North America,San Jose,151,19.74
104.18.72.67,2086,FALSE,SJC,North America,San Jose,147,19.74
104.18.104.18,8880,FALSE,SJC,North America,San Jose,150,19.72
104.17.167.198,80,FALSE,SJC,North America,San Jose,181,19.72
104.18.87.126,2052,FALSE,SJC,North America,San Jose,147,19.71
104.19.173.213,8880,FALSE,SJC,North America,San Jose,148,19.71
104.18.105.31,2086,FALSE,SJC,North America,San Jose,148,19.71
104.17.227.2,2082,FALSE,SJC,North America,San Jose,152,19.71
104.17.198.40,2082,FALSE,SJC,North America,San Jose,151,19.7
104.16.131.167,2086,FALSE,SJC,North America,San Jose,150,19.7
104.16.127.43,8880,FALSE,SJC,North America,San Jose,150,19.7
104.18.124.238,2052,FALSE,SJC,North America,San Jose,153,19.69
104.18.88.110,2086,FALSE,SJC,North America,San Jose,148,19.69
104.17.127.13,80,FALSE,SJC,North America,San Jose,160,19.69
104.16.224.36,80,FALSE,SJC,North America,San Jose,180,19.69
104.17.205.203,80,FALSE,SJC,North America,San Jose,172,19.69
104.17.116.195,8080,FALSE,SJC,North America,San Jose,165,19.69
104.18.145.81,8880,FALSE,SJC,North America,San Jose,148,19.68
104.21.235.158,2086,FALSE,SJC,North America,San Jose,150,19.68
104.16.231.107,8080,FALSE,SJC,North America,San Jose,161,19.68
104.18.253.113,2082,FALSE,SJC,North America,San Jose,142,19.68
104.21.231.42,8880,FALSE,SJC,North America,San Jose,150,19.66
104.17.94.231,2052,FALSE,SJC,North America,San Jose,152,19.66
104.18.236.171,2052,FALSE,SJC,North America,San Jose,150,19.64
104.16.203.247,8080,FALSE,SJC,North America,San Jose,160,19.64
